,filedir,S_id,label
4307,./image_patches/high\S30\patch64.png,S30,high
2700,./image_patches/optimal\S21\patch79.png,S21,optimal
4015,./image_patches/high\S28\patch28.png,S28,high
970,./image_patches/low\S08\patch46.png,S08,low
2899,./image_patches/optimal\S23\patch148.png,S23,optimal
2646,./image_patches/optimal\S21\patch25.png,S21,optimal
4297,./image_patches/high\S30\patch54.png,S30,high
934,./image_patches/low\S08\patch126.png,S08,low
1332,./image_patches/low\S10\patch52.png,S10,low
3622,./image_patches/high\S26\patch205.png,S26,high
1202,./image_patches/low\S10\patch137.png,S10,low
3291,./image_patches/high\S25\patch111.png,S25,high
4812,./image_patches/high\S34\patch57.png,S34,high
1729,./image_patches/low\S13\patch69.png,S13,low
2284,./image_patches/optimal\S18\patch19.png,S18,optimal
2255,./image_patches/optimal\S18\patch105.png,S18,optimal
4272,./image_patches/high\S30\patch29.png,S30,high
570,./image_patches/low\S05\patch30.png,S05,low
2176,./image_patches/optimal\S17\patch36.png,S17,optimal
4799,./image_patches/high\S34\patch44.png,S34,high
795,./image_patches/low\S07\patch116.png,S07,low
2831,./image_patches/optimal\S22\patch94.png,S22,optimal
238,./image_patches/low\S02\patch82.png,S02,low
435,./image_patches/low\S04\patch23.png,S04,low
4623,./image_patches/high\S33\patch113.png,S33,high
1463,./image_patches/low\S11\patch55.png,S11,low
3370,./image_patches/high\S25\patch183.png,S25,high
3153,./image_patches/high\S24\patch193.png,S24,high
304,./image_patches/low\S03\patch20.png,S03,low
994,./image_patches/low\S08\patch70.png,S08,low
1547,./image_patches/low\S12\patch13.png,S12,low
1907,./image_patches/optimal\S15\patch11.png,S15,optimal
783,./image_patches/low\S07\patch105.png,S07,low
3345,./image_patches/high\S25\patch160.png,S25,high
156,./image_patches/low\S02\patch117.png,S02,low
258,./image_patches/low\S03\patch03.png,S03,low
371,./image_patches/low\S03\patch87.png,S03,low
3747,./image_patches/high\S27\patch106.png,S27,high
1109,./image_patches/low\S09\patch57.png,S09,low
137,./image_patches/low\S02\patch10.png,S02,low
2960,./image_patches/optimal\S23\patch203.png,S23,optimal
4267,./image_patches/high\S30\patch24.png,S30,high
1153,./image_patches/low\S10\patch02.png,S10,low
576,./image_patches/low\S05\patch36.png,S05,low
2406,./image_patches/optimal\S19\patch17.png,S19,optimal
1747,./image_patches/low\S13\patch87.png,S13,low
2821,./image_patches/optimal\S22\patch84.png,S22,optimal
3026,./image_patches/optimal\S23\patch85.png,S23,optimal
3494,./image_patches/high\S25\patch97.png,S25,high
4059,./image_patches/high\S28\patch72.png,S28,high
2647,./image_patches/optimal\S21\patch26.png,S21,optimal
431,./image_patches/low\S04\patch19.png,S04,low
4701,./image_patches/high\S33\patch74.png,S33,high
2865,./image_patches/optimal\S23\patch117.png,S23,optimal
1257,./image_patches/low\S10\patch187.png,S10,low
3478,./image_patches/high\S25\patch81.png,S25,high
2836,./image_patches/optimal\S22\patch99.png,S22,optimal
897,./image_patches/low\S08\patch02.png,S08,low
2354,./image_patches/optimal\S18\patch89.png,S18,optimal
3848,./image_patches/high\S27\patch198.png,S27,high
4067,./image_patches/high\S28\patch80.png,S28,high
2888,./image_patches/optimal\S23\patch138.png,S23,optimal
1365,./image_patches/low\S10\patch85.png,S10,low
221,./image_patches/low\S02\patch65.png,S02,low
2996,./image_patches/optimal\S23\patch55.png,S23,optimal
988,./image_patches/low\S08\patch64.png,S08,low
1772,./image_patches/low\S14\patch102.png,S14,low
3455,./image_patches/high\S25\patch58.png,S25,high
1315,./image_patches/low\S10\patch35.png,S10,low
2344,./image_patches/optimal\S18\patch79.png,S18,optimal
4228,./image_patches/high\S30\patch103.png,S30,high
1012,./image_patches/low\S08\patch88.png,S08,low
2132,./image_patches/optimal\S17\patch107.png,S17,optimal
1100,./image_patches/low\S09\patch48.png,S09,low
87,./image_patches/low\S01\patch59.png,S01,low
1800,./image_patches/low\S14\patch13.png,S14,low
4292,./image_patches/high\S30\patch49.png,S30,high
2125,./image_patches/optimal\S17\patch100.png,S17,optimal
1117,./image_patches/low\S09\patch65.png,S09,low
3369,./image_patches/high\S25\patch182.png,S25,high
1869,./image_patches/low\S14\patch82.png,S14,low
1476,./image_patches/low\S11\patch68.png,S11,low
1504,./image_patches/low\S11\patch96.png,S11,low
2555,./image_patches/optimal\S20\patch50.png,S20,optimal
714,./image_patches/low\S06\patch46.png,S06,low
1041,./image_patches/low\S09\patch107.png,S09,low
4184,./image_patches/high\S29\patch69.png,S29,high
543,./image_patches/low\S05\patch12.png,S05,low
809,./image_patches/low\S07\patch13.png,S07,low
1848,./image_patches/low\S14\patch61.png,S14,low
2232,./image_patches/optimal\S17\patch92.png,S17,optimal
2822,./image_patches/optimal\S22\patch85.png,S22,optimal
2579,./image_patches/optimal\S20\patch74.png,S20,optimal
2007,./image_patches/optimal\S16\patch08.png,S16,optimal
4684,./image_patches/high\S33\patch57.png,S33,high
834,./image_patches/low\S07\patch38.png,S07,low
100,./image_patches/low\S01\patch72.png,S01,low
3115,./image_patches/high\S24\patch159.png,S24,high
2151,./image_patches/optimal\S17\patch124.png,S17,optimal
3378,./image_patches/high\S25\patch190.png,S25,high
3199,./image_patches/high\S24\patch30.png,S24,high
2723,./image_patches/optimal\S22\patch03.png,S22,optimal
3276,./image_patches/high\S25\patch08.png,S25,high
1191,./image_patches/low\S10\patch127.png,S10,low
2621,./image_patches/optimal\S21\patch106.png,S21,optimal
3046,./image_patches/high\S24\patch06.png,S24,high
2721,./image_patches/optimal\S22\patch01.png,S22,optimal
1611,./image_patches/low\S12\patch77.png,S12,low
2692,./image_patches/optimal\S21\patch71.png,S21,optimal
4649,./image_patches/high\S33\patch22.png,S33,high
2832,./image_patches/optimal\S22\patch95.png,S22,optimal
3880,./image_patches/high\S27\patch227.png,S27,high
777,./image_patches/low\S07\patch10.png,S07,low
3354,./image_patches/high\S25\patch169.png,S25,high
2691,./image_patches/optimal\S21\patch70.png,S21,optimal
440,./image_patches/low\S04\patch28.png,S04,low
3210,./image_patches/high\S24\patch41.png,S24,high
1197,./image_patches/low\S10\patch132.png,S10,low
1617,./image_patches/low\S12\patch83.png,S12,low
3260,./image_patches/high\S24\patch91.png,S24,high
224,./image_patches/low\S02\patch68.png,S02,low
4482,./image_patches/high\S32\patch101.png,S32,high
375,./image_patches/low\S03\patch91.png,S03,low
2359,./image_patches/optimal\S18\patch94.png,S18,optimal
1966,./image_patches/optimal\S15\patch66.png,S15,optimal
3804,./image_patches/high\S27\patch158.png,S27,high
1921,./image_patches/optimal\S15\patch21.png,S15,optimal
1261,./image_patches/low\S10\patch190.png,S10,low
3886,./image_patches/high\S27\patch27.png,S27,high
2677,./image_patches/optimal\S21\patch56.png,S21,optimal
3500,./image_patches/high\S26\patch04.png,S26,high
1768,./image_patches/low\S14\patch09.png,S14,low
2583,./image_patches/optimal\S20\patch78.png,S20,optimal
1626,./image_patches/low\S12\patch92.png,S12,low
498,./image_patches/low\S04\patch86.png,S04,low
1539,./image_patches/low\S12\patch12.png,S12,low
3634,./image_patches/high\S26\patch216.png,S26,high
2372,./image_patches/optimal\S19\patch08.png,S19,optimal
418,./image_patches/low\S04\patch122.png,S04,low
1920,./image_patches/optimal\S15\patch20.png,S15,optimal
1237,./image_patches/low\S10\patch169.png,S10,low
3913,./image_patches/high\S27\patch54.png,S27,high
3269,./image_patches/high\S25\patch01.png,S25,high
3784,./image_patches/high\S27\patch14.png,S27,high
2914,./image_patches/optimal\S23\patch161.png,S23,optimal
1842,./image_patches/low\S14\patch55.png,S14,low
358,./image_patches/low\S03\patch74.png,S03,low
3983,./image_patches/high\S28\patch113.png,S28,high
4056,./image_patches/high\S28\patch69.png,S28,high
4232,./image_patches/high\S30\patch107.png,S30,high
4431,./image_patches/high\S31\patch60.png,S31,high
1092,./image_patches/low\S09\patch40.png,S09,low
185,./image_patches/low\S02\patch29.png,S02,low
3633,./image_patches/high\S26\patch215.png,S26,high
4355,./image_patches/high\S31\patch102.png,S31,high
219,./image_patches/low\S02\patch63.png,S02,low
4461,./image_patches/high\S31\patch90.png,S31,high
1958,./image_patches/optimal\S15\patch58.png,S15,optimal
841,./image_patches/low\S07\patch45.png,S07,low
306,./image_patches/low\S03\patch22.png,S03,low
2947,./image_patches/optimal\S23\patch191.png,S23,optimal
2938,./image_patches/optimal\S23\patch183.png,S23,optimal
4294,./image_patches/high\S30\patch51.png,S30,high
82,./image_patches/low\S01\patch54.png,S01,low
198,./image_patches/low\S02\patch42.png,S02,low
3390,./image_patches/high\S25\patch201.png,S25,high
1878,./image_patches/low\S14\patch91.png,S14,low
4390,./image_patches/high\S31\patch19.png,S31,high
48,./image_patches/low\S01\patch20.png,S01,low
4280,./image_patches/high\S30\patch37.png,S30,high
1959,./image_patches/optimal\S15\patch59.png,S15,optimal
1894,./image_patches/optimal\S15\patch08.png,S15,optimal
2993,./image_patches/optimal\S23\patch52.png,S23,optimal
1252,./image_patches/low\S10\patch182.png,S10,low
2974,./image_patches/optimal\S23\patch33.png,S23,optimal
3327,./image_patches/high\S25\patch144.png,S25,high
3671,./image_patches/high\S26\patch40.png,S26,high
1949,./image_patches/optimal\S15\patch49.png,S15,optimal
3901,./image_patches/high\S27\patch42.png,S27,high
2501,./image_patches/optimal\S20\patch102.png,S20,optimal
3855,./image_patches/high\S27\patch204.png,S27,high
4302,./image_patches/high\S30\patch59.png,S30,high
1281,./image_patches/low\S10\patch209.png,S10,low
2648,./image_patches/optimal\S21\patch27.png,S21,optimal
3929,./image_patches/high\S27\patch70.png,S27,high
3770,./image_patches/high\S27\patch127.png,S27,high
1727,./image_patches/low\S13\patch67.png,S13,low
2694,./image_patches/optimal\S21\patch73.png,S21,optimal
1017,./image_patches/low\S08\patch93.png,S08,low
3225,./image_patches/high\S24\patch56.png,S24,high
4723,./image_patches/high\S33\patch96.png,S33,high
205,./image_patches/low\S02\patch49.png,S02,low
3362,./image_patches/high\S25\patch176.png,S25,high
2270,./image_patches/optimal\S18\patch119.png,S18,optimal
2417,./image_patches/optimal\S19\patch28.png,S19,optimal
4368,./image_patches/high\S31\patch114.png,S31,high
2213,./image_patches/optimal\S17\patch73.png,S17,optimal
2789,./image_patches/optimal\S22\patch52.png,S22,optimal
2718,./image_patches/optimal\S21\patch97.png,S21,optimal
2267,./image_patches/optimal\S18\patch116.png,S18,optimal
2790,./image_patches/optimal\S22\patch53.png,S22,optimal
387,./image_patches/low\S04\patch04.png,S04,low
626,./image_patches/low\S05\patch86.png,S05,low
1863,./image_patches/low\S14\patch76.png,S14,low
3387,./image_patches/high\S25\patch199.png,S25,high
1300,./image_patches/low\S10\patch226.png,S10,low
70,./image_patches/low\S01\patch42.png,S01,low
30,./image_patches/low\S01\patch119.png,S01,low
2744,./image_patches/optimal\S22\patch112.png,S22,optimal
818,./image_patches/low\S07\patch22.png,S07,low
4776,./image_patches/high\S34\patch21.png,S34,high
4459,./image_patches/high\S31\patch88.png,S31,high
4304,./image_patches/high\S30\patch61.png,S30,high
1124,./image_patches/low\S09\patch72.png,S09,low
4445,./image_patches/high\S31\patch74.png,S31,high
2279,./image_patches/optimal\S18\patch14.png,S18,optimal
816,./image_patches/low\S07\patch20.png,S07,low
2609,./image_patches/optimal\S21\patch05.png,S21,optimal
1755,./image_patches/low\S13\patch95.png,S13,low
2946,./image_patches/optimal\S23\patch190.png,S23,optimal
2375,./image_patches/optimal\S19\patch100.png,S19,optimal
3871,./image_patches/high\S27\patch219.png,S27,high
4446,./image_patches/high\S31\patch75.png,S31,high
1185,./image_patches/low\S10\patch121.png,S10,low
805,./image_patches/low\S07\patch125.png,S07,low
4403,./image_patches/high\S31\patch32.png,S31,high
2078,./image_patches/optimal\S16\patch63.png,S16,optimal
1189,./image_patches/low\S10\patch125.png,S10,low
3326,./image_patches/high\S25\patch143.png,S25,high
4430,./image_patches/high\S31\patch59.png,S31,high
4707,./image_patches/high\S33\patch80.png,S33,high
726,./image_patches/low\S06\patch58.png,S06,low
3923,./image_patches/high\S27\patch64.png,S27,high
4830,./image_patches/high\S34\patch75.png,S34,high
4709,./image_patches/high\S33\patch82.png,S33,high
437,./image_patches/low\S04\patch25.png,S04,low
4353,./image_patches/high\S31\patch100.png,S31,high
2519,./image_patches/optimal\S20\patch14.png,S20,optimal
1329,./image_patches/low\S10\patch49.png,S10,low
3703,./image_patches/high\S26\patch72.png,S26,high
465,./image_patches/low\S04\patch53.png,S04,low
262,./image_patches/low\S03\patch07.png,S03,low
4031,./image_patches/high\S28\patch44.png,S28,high
4185,./image_patches/high\S29\patch70.png,S29,high
3011,./image_patches/optimal\S23\patch70.png,S23,optimal
4479,./image_patches/high\S32\patch09.png,S32,high
2152,./image_patches/optimal\S17\patch125.png,S17,optimal
4155,./image_patches/high\S29\patch40.png,S29,high
4020,./image_patches/high\S28\patch33.png,S28,high
2675,./image_patches/optimal\S21\patch54.png,S21,optimal
1240,./image_patches/low\S10\patch171.png,S10,low
4839,./image_patches/high\S34\patch84.png,S34,high
2331,./image_patches/optimal\S18\patch66.png,S18,optimal
3863,./image_patches/high\S27\patch211.png,S27,high
3839,./image_patches/high\S27\patch19.png,S27,high
1695,./image_patches/low\S13\patch35.png,S13,low
2959,./image_patches/optimal\S23\patch202.png,S23,optimal
2945,./image_patches/optimal\S23\patch19.png,S23,optimal
658,./image_patches/low\S06\patch108.png,S06,low
4829,./image_patches/high\S34\patch74.png,S34,high
2443,./image_patches/optimal\S19\patch54.png,S19,optimal
3865,./image_patches/high\S27\patch213.png,S27,high
3045,./image_patches/high\S24\patch05.png,S24,high
532,./image_patches/low\S05\patch11.png,S05,low
1803,./image_patches/low\S14\patch16.png,S14,low
1303,./image_patches/low\S10\patch23.png,S10,low
4800,./image_patches/high\S34\patch45.png,S34,high
175,./image_patches/low\S02\patch19.png,S02,low
2244,./image_patches/optimal\S18\patch05.png,S18,optimal
4319,./image_patches/high\S30\patch76.png,S30,high
3349,./image_patches/high\S25\patch164.png,S25,high
11,./image_patches/low\S01\patch101.png,S01,low
1343,./image_patches/low\S10\patch63.png,S10,low
3950,./image_patches/high\S27\patch91.png,S27,high
57,./image_patches/low\S01\patch29.png,S01,low
2088,./image_patches/optimal\S16\patch73.png,S16,optimal
1309,./image_patches/low\S10\patch29.png,S10,low
3286,./image_patches/high\S25\patch107.png,S25,high
3797,./image_patches/high\S27\patch151.png,S27,high
4361,./image_patches/high\S31\patch108.png,S31,high
3430,./image_patches/high\S25\patch33.png,S25,high
1465,./image_patches/low\S11\patch57.png,S11,low
2467,./image_patches/optimal\S19\patch78.png,S19,optimal
3070,./image_patches/high\S24\patch118.png,S24,high
585,./image_patches/low\S05\patch45.png,S05,low
2428,./image_patches/optimal\S19\patch39.png,S19,optimal
4447,./image_patches/high\S31\patch76.png,S31,high
600,./image_patches/low\S05\patch60.png,S05,low
220,./image_patches/low\S02\patch64.png,S02,low
2068,./image_patches/optimal\S16\patch53.png,S16,optimal
2154,./image_patches/optimal\S17\patch14.png,S17,optimal
774,./image_patches/low\S07\patch07.png,S07,low
3353,./image_patches/high\S25\patch168.png,S25,high
3461,./image_patches/high\S25\patch64.png,S25,high
2402,./image_patches/optimal\S19\patch13.png,S19,optimal
4001,./image_patches/high\S28\patch14.png,S28,high
2576,./image_patches/optimal\S20\patch71.png,S20,optimal
4381,./image_patches/high\S31\patch126.png,S31,high
2268,./image_patches/optimal\S18\patch117.png,S18,optimal
3185,./image_patches/high\S24\patch222.png,S24,high
282,./image_patches/low\S03\patch115.png,S03,low
1644,./image_patches/low\S13\patch100.png,S13,low
4823,./image_patches/high\S34\patch68.png,S34,high
2630,./image_patches/optimal\S21\patch114.png,S21,optimal
817,./image_patches/low\S07\patch21.png,S07,low
1928,./image_patches/optimal\S15\patch28.png,S15,optimal
2317,./image_patches/optimal\S18\patch52.png,S18,optimal
2271,./image_patches/optimal\S18\patch12.png,S18,optimal
1377,./image_patches/low\S10\patch97.png,S10,low
3300,./image_patches/high\S25\patch12.png,S25,high
165,./image_patches/low\S02\patch125.png,S02,low
979,./image_patches/low\S08\patch55.png,S08,low
1591,./image_patches/low\S12\patch57.png,S12,low
1134,./image_patches/low\S09\patch82.png,S09,low
2645,./image_patches/optimal\S21\patch24.png,S21,optimal
4473,./image_patches/high\S32\patch03.png,S32,high
202,./image_patches/low\S02\patch46.png,S02,low
4334,./image_patches/high\S30\patch91.png,S30,high
4132,./image_patches/high\S29\patch17.png,S29,high
856,./image_patches/low\S07\patch60.png,S07,low
1912,./image_patches/optimal\S15\patch12.png,S15,optimal
3955,./image_patches/high\S27\patch96.png,S27,high
4686,./image_patches/high\S33\patch59.png,S33,high
388,./image_patches/low\S04\patch05.png,S04,low
4105,./image_patches/high\S29\patch108.png,S29,high
933,./image_patches/low\S08\patch125.png,S08,low
4239,./image_patches/high\S30\patch113.png,S30,high
3424,./image_patches/high\S25\patch27.png,S25,high
3716,./image_patches/high\S26\patch85.png,S26,high
1218,./image_patches/low\S10\patch151.png,S10,low
1675,./image_patches/low\S13\patch15.png,S13,low
3074,./image_patches/high\S24\patch121.png,S24,high
1980,./image_patches/optimal\S15\patch80.png,S15,optimal
501,./image_patches/low\S04\patch89.png,S04,low
2412,./image_patches/optimal\S19\patch23.png,S19,optimal
3404,./image_patches/high\S25\patch214.png,S25,high
4102,./image_patches/high\S29\patch105.png,S29,high
3091,./image_patches/high\S24\patch137.png,S24,high
3083,./image_patches/high\S24\patch13.png,S24,high
426,./image_patches/low\S04\patch14.png,S04,low
1733,./image_patches/low\S13\patch73.png,S13,low
1464,./image_patches/low\S11\patch56.png,S11,low
3007,./image_patches/optimal\S23\patch66.png,S23,optimal
1541,./image_patches/low\S12\patch121.png,S12,low
3103,./image_patches/high\S24\patch148.png,S24,high
4507,./image_patches/high\S32\patch124.png,S32,high
3665,./image_patches/high\S26\patch34.png,S26,high
3668,./image_patches/high\S26\patch37.png,S26,high
2716,./image_patches/optimal\S21\patch95.png,S21,optimal
745,./image_patches/low\S06\patch77.png,S06,low
3916,./image_patches/high\S27\patch57.png,S27,high
3058,./image_patches/high\S24\patch107.png,S24,high
3401,./image_patches/high\S25\patch211.png,S25,high
346,./image_patches/low\S03\patch62.png,S03,low
3520,./image_patches/high\S26\patch112.png,S26,high
732,./image_patches/low\S06\patch64.png,S06,low
4611,./image_patches/high\S33\patch102.png,S33,high
998,./image_patches/low\S08\patch74.png,S08,low
2314,./image_patches/optimal\S18\patch49.png,S18,optimal
2871,./image_patches/optimal\S23\patch122.png,S23,optimal
4348,./image_patches/high\S31\patch06.png,S31,high
1375,./image_patches/low\S10\patch95.png,S10,low
3340,./image_patches/high\S25\patch156.png,S25,high
963,./image_patches/low\S08\patch39.png,S08,low
445,./image_patches/low\S04\patch33.png,S04,low
610,./image_patches/low\S05\patch70.png,S05,low
490,./image_patches/low\S04\patch78.png,S04,low
3119,./image_patches/high\S24\patch162.png,S24,high
2791,./image_patches/optimal\S22\patch54.png,S22,optimal
4229,./image_patches/high\S30\patch104.png,S30,high
3398,./image_patches/high\S25\patch209.png,S25,high
3338,./image_patches/high\S25\patch154.png,S25,high
4646,./image_patches/high\S33\patch19.png,S33,high
4715,./image_patches/high\S33\patch88.png,S33,high
1536,./image_patches/low\S12\patch117.png,S12,low
2303,./image_patches/optimal\S18\patch38.png,S18,optimal
3198,./image_patches/high\S24\patch29.png,S24,high
3652,./image_patches/high\S26\patch232.png,S26,high
2619,./image_patches/optimal\S21\patch104.png,S21,optimal
4279,./image_patches/high\S30\patch36.png,S30,high
4792,./image_patches/high\S34\patch37.png,S34,high
2715,./image_patches/optimal\S21\patch94.png,S21,optimal
764,./image_patches/low\S06\patch96.png,S06,low
3598,./image_patches/high\S26\patch183.png,S26,high
1934,./image_patches/optimal\S15\patch34.png,S15,optimal
4260,./image_patches/high\S30\patch17.png,S30,high
256,./image_patches/low\S03\patch01.png,S03,low
2906,./image_patches/optimal\S23\patch154.png,S23,optimal
1955,./image_patches/optimal\S15\patch55.png,S15,optimal
2915,./image_patches/optimal\S23\patch162.png,S23,optimal
3389,./image_patches/high\S25\patch200.png,S25,high
1954,./image_patches/optimal\S15\patch54.png,S15,optimal
1989,./image_patches/optimal\S15\patch89.png,S15,optimal
3470,./image_patches/high\S25\patch73.png,S25,high
2385,./image_patches/optimal\S19\patch11.png,S19,optimal
3872,./image_patches/high\S27\patch22.png,S27,high
1236,./image_patches/low\S10\patch168.png,S10,low
793,./image_patches/low\S07\patch114.png,S07,low
1320,./image_patches/low\S10\patch40.png,S10,low
2659,./image_patches/optimal\S21\patch38.png,S21,optimal
169,./image_patches/low\S02\patch13.png,S02,low
1825,./image_patches/low\S14\patch38.png,S14,low
1776,./image_patches/low\S14\patch106.png,S14,low
3969,./image_patches/high\S28\patch100.png,S28,high
1304,./image_patches/low\S10\patch24.png,S10,low
1505,./image_patches/low\S11\patch97.png,S11,low
3539,./image_patches/high\S26\patch13.png,S26,high
105,./image_patches/low\S01\patch77.png,S01,low
843,./image_patches/low\S07\patch47.png,S07,low
3028,./image_patches/optimal\S23\patch87.png,S23,optimal
110,./image_patches/low\S01\patch82.png,S01,low
1222,./image_patches/low\S10\patch155.png,S10,low
356,./image_patches/low\S03\patch72.png,S03,low
3968,./image_patches/high\S28\patch10.png,S28,high
163,./image_patches/low\S02\patch123.png,S02,low
12,./image_patches/low\S01\patch102.png,S01,low
4116,./image_patches/high\S29\patch118.png,S29,high
4717,./image_patches/high\S33\patch90.png,S33,high
599,./image_patches/low\S05\patch59.png,S05,low
1088,./image_patches/low\S09\patch36.png,S09,low
4508,./image_patches/high\S32\patch125.png,S32,high
4129,./image_patches/high\S29\patch14.png,S29,high
2110,./image_patches/optimal\S16\patch95.png,S16,optimal
3143,./image_patches/high\S24\patch184.png,S24,high
1999,./image_patches/optimal\S15\patch99.png,S15,optimal
1039,./image_patches/low\S09\patch105.png,S09,low
3351,./image_patches/high\S25\patch166.png,S25,high
2687,./image_patches/optimal\S21\patch66.png,S21,optimal
3719,./image_patches/high\S26\patch88.png,S26,high
1975,./image_patches/optimal\S15\patch75.png,S15,optimal
4323,./image_patches/high\S30\patch80.png,S30,high
3096,./image_patches/high\S24\patch141.png,S24,high
4681,./image_patches/high\S33\patch54.png,S33,high
536,./image_patches/low\S05\patch113.png,S05,low
733,./image_patches/low\S06\patch65.png,S06,low
4760,./image_patches/high\S34\patch121.png,S34,high
548,./image_patches/low\S05\patch124.png,S05,low
3270,./image_patches/high\S25\patch02.png,S25,high
2100,./image_patches/optimal\S16\patch85.png,S16,optimal
556,./image_patches/low\S05\patch16.png,S05,low
2014,./image_patches/optimal\S16\patch104.png,S16,optimal
79,./image_patches/low\S01\patch51.png,S01,low
1330,./image_patches/low\S10\patch50.png,S10,low
3686,./image_patches/high\S26\patch55.png,S26,high
3440,./image_patches/high\S25\patch43.png,S25,high
2518,./image_patches/optimal\S20\patch13.png,S20,optimal
1487,./image_patches/low\S11\patch79.png,S11,low
15,./image_patches/low\S01\patch105.png,S01,low
2093,./image_patches/optimal\S16\patch78.png,S16,optimal
985,./image_patches/low\S08\patch61.png,S08,low
3812,./image_patches/high\S27\patch165.png,S27,high
4373,./image_patches/high\S31\patch119.png,S31,high
4513,./image_patches/high\S32\patch14.png,S32,high
3406,./image_patches/high\S25\patch216.png,S25,high
3284,./image_patches/high\S25\patch105.png,S25,high
46,./image_patches/low\S01\patch18.png,S01,low
4443,./image_patches/high\S31\patch72.png,S31,high
3146,./image_patches/high\S24\patch187.png,S24,high
852,./image_patches/low\S07\patch56.png,S07,low
1434,./image_patches/low\S11\patch26.png,S11,low
4436,./image_patches/high\S31\patch65.png,S31,high
4080,./image_patches/high\S28\patch93.png,S28,high
2469,./image_patches/optimal\S19\patch80.png,S19,optimal
4774,./image_patches/high\S34\patch19.png,S34,high
3925,./image_patches/high\S27\patch66.png,S27,high
2816,./image_patches/optimal\S22\patch79.png,S22,optimal
1187,./image_patches/low\S10\patch123.png,S10,low
1659,./image_patches/low\S13\patch114.png,S13,low
3166,./image_patches/high\S24\patch205.png,S24,high
3313,./image_patches/high\S25\patch131.png,S25,high
1635,./image_patches/low\S13\patch02.png,S13,low
848,./image_patches/low\S07\patch52.png,S07,low
3078,./image_patches/high\S24\patch125.png,S24,high
4699,./image_patches/high\S33\patch72.png,S33,high
4225,./image_patches/high\S30\patch100.png,S30,high
757,./image_patches/low\S06\patch89.png,S06,low
752,./image_patches/low\S06\patch84.png,S06,low
2529,./image_patches/optimal\S20\patch24.png,S20,optimal
3364,./image_patches/high\S25\patch178.png,S25,high
853,./image_patches/low\S07\patch57.png,S07,low
4276,./image_patches/high\S30\patch33.png,S30,high
540,./image_patches/low\S05\patch117.png,S05,low
494,./image_patches/low\S04\patch82.png,S04,low
1323,./image_patches/low\S10\patch43.png,S10,low
4548,./image_patches/high\S32\patch49.png,S32,high
1207,./image_patches/low\S10\patch141.png,S10,low
4677,./image_patches/high\S33\patch50.png,S33,high
61,./image_patches/low\S01\patch33.png,S01,low
2112,./image_patches/optimal\S16\patch97.png,S16,optimal
2571,./image_patches/optimal\S20\patch66.png,S20,optimal
3870,./image_patches/high\S27\patch218.png,S27,high
4532,./image_patches/high\S32\patch33.png,S32,high
614,./image_patches/low\S05\patch74.png,S05,low
4085,./image_patches/high\S28\patch98.png,S28,high
1597,./image_patches/low\S12\patch63.png,S12,low
243,./image_patches/low\S02\patch87.png,S02,low
2573,./image_patches/optimal\S20\patch68.png,S20,optimal
4360,./image_patches/high\S31\patch107.png,S31,high
3343,./image_patches/high\S25\patch159.png,S25,high
4584,./image_patches/high\S32\patch85.png,S32,high
4007,./image_patches/high\S28\patch20.png,S28,high
3757,./image_patches/high\S27\patch115.png,S27,high
2615,./image_patches/optimal\S21\patch100.png,S21,optimal
4089,./image_patches/high\S29\patch03.png,S29,high
4642,./image_patches/high\S33\patch15.png,S33,high
1828,./image_patches/low\S14\patch41.png,S14,low
3235,./image_patches/high\S24\patch66.png,S24,high
1072,./image_patches/low\S09\patch20.png,S09,low
3684,./image_patches/high\S26\patch53.png,S26,high
4226,./image_patches/high\S30\patch101.png,S30,high
2328,./image_patches/optimal\S18\patch63.png,S18,optimal
3655,./image_patches/high\S26\patch24.png,S26,high
4662,./image_patches/high\S33\patch35.png,S33,high
815,./image_patches/low\S07\patch19.png,S07,low
798,./image_patches/low\S07\patch119.png,S07,low
820,./image_patches/low\S07\patch24.png,S07,low
3787,./image_patches/high\S27\patch142.png,S27,high
1870,./image_patches/low\S14\patch83.png,S14,low
3040,./image_patches/optimal\S23\patch99.png,S23,optimal
1062,./image_patches/low\S09\patch126.png,S09,low
3124,./image_patches/high\S24\patch167.png,S24,high
3447,./image_patches/high\S25\patch50.png,S25,high
1108,./image_patches/low\S09\patch56.png,S09,low
2077,./image_patches/optimal\S16\patch62.png,S16,optimal
4366,./image_patches/high\S31\patch112.png,S31,high
4044,./image_patches/high\S28\patch57.png,S28,high
1028,./image_patches/low\S09\patch05.png,S09,low
2729,./image_patches/optimal\S22\patch09.png,S22,optimal
4667,./image_patches/high\S33\patch40.png,S33,high
1941,./image_patches/optimal\S15\patch41.png,S15,optimal
917,./image_patches/low\S08\patch110.png,S08,low
2192,./image_patches/optimal\S17\patch52.png,S17,optimal
3237,./image_patches/high\S24\patch68.png,S24,high
253,./image_patches/low\S02\patch97.png,S02,low
4641,./image_patches/high\S33\patch14.png,S33,high
844,./image_patches/low\S07\patch48.png,S07,low
4412,./image_patches/high\S31\patch41.png,S31,high
1648,./image_patches/low\S13\patch104.png,S13,low
3394,./image_patches/high\S25\patch205.png,S25,high
2511,./image_patches/optimal\S20\patch111.png,S20,optimal
3773,./image_patches/high\S27\patch13.png,S27,high
1112,./image_patches/low\S09\patch60.png,S09,low
1239,./image_patches/low\S10\patch170.png,S10,low
